-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2024 through 08/01/2024 
Location: Latitude  27.7178   Longitude 85.3112 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 776.63 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M        MERRA-2 Temperature at 2 Meters (C) 
T2MDEW     MERRA-2 Dew/Frost Point at 2 Meters (C) 
QV2M       MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M       MERRA-2 Relative Humidity at 2 Meters (%) 
PS         MERRA-2 Surface Pressure (kPa) 
WS10M      MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M      MERRA-2 Wind Direction at 10 Meters (Degrees) 
PSC        MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
WSC        MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: 20-m broadleaf-deciduous trees (75% coverage) (vegtype_2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,T2MDEW,QV2M,RH2M,PS,WS10M,WD10M,PSC,WSC
2024,5,25,3,24.28,16.24,12.51,60.38,91.74,2.38,47.93,93.46,4.28
2024,5,25,4,24.14,16.16,12.45,60.62,91.73,2.37,49.81,93.45,4.16
2024,5,25,5,24.25,16.15,12.45,60.12,91.75,2.31,50.77,93.47,3.93
2024,5,25,6,26.77,17.16,13.31,55.25,91.78,2.19,53.25,93.49,3.41
2024,5,25,7,29.98,16.12,12.51,43.19,91.82,1.91,86.01,93.51,2.09
2024,5,25,8,32.61,16.11,12.51,37.31,91.85,2.02,140.34,93.52,2.12
2024,5,25,9,34.19,16.28,12.7,34.5,91.87,2.31,155.68,93.53,2.31
2024,5,25,10,35.38,16.4,12.76,32.56,91.85,2.48,159.57,93.51,2.43
2024,5,25,11,36.28,16.51,12.88,31.19,91.79,2.68,161.14,93.45,2.62
2024,5,25,12,36.9,16.54,12.88,30.19,91.71,2.82,163.22,93.36,2.76
2024,5,25,13,37.24,16.52,12.88,29.62,91.61,2.83,165.62,93.25,2.81
2024,5,25,14,37.22,16.43,12.82,29.5,91.52,2.68,167.87,93.16,2.67
2024,5,25,15,36.94,16.34,12.76,29.75,91.44,2.41,174.05,93.08,2.41
2024,5,25,16,36.3,16.15,12.63,30.44,91.43,2.22,178.79,93.07,2.28
2024,5,25,17,35.28,16.05,12.57,32.0,91.46,2.08,176.13,93.11,2.26
2024,5,25,18,33.47,17.97,14.16,39.88,91.51,1.47,166.18,93.18,2.15
2024,5,25,19,31.58,18.3,14.4,45.19,91.59,1.34,143.06,93.26,2.02
2024,5,25,20,30.56,18.49,14.53,48.38,91.69,1.5,126.09,93.37,2.27
2024,5,25,21,29.59,18.58,14.59,51.31,91.76,1.64,116.32,93.44,2.53
2024,5,25,22,28.71,18.3,14.28,53.06,91.84,1.75,105.77,93.53,2.75
2024,5,25,23,27.94,18.08,14.1,54.69,91.84,1.88,92.39,93.54,3.01
2024,5,26,0,27.26,17.95,13.98,56.38,91.83,1.98,79.8,93.53,3.29
2024,5,26,1,26.62,17.95,13.98,58.56,91.8,2.09,68.72,93.51,3.54
2024,5,26,2,26.01,17.97,13.98,60.75,91.78,2.17,59.57,93.48,3.77
2024,5,26,3,25.49,17.95,13.98,62.56,91.76,2.27,59.1,93.47,3.97
2024,5,26,4,25.12,17.91,13.92,63.81,91.74,2.32,59.9,93.45,4.05
2024,5,26,5,24.92,17.88,13.92,64.44,91.76,2.32,58.34,93.47,4.02
2024,5,26,6,27.33,18.34,14.34,57.56,91.78,2.52,57.15,93.48,3.62
2024,5,26,7,30.41,17.19,13.37,45.06,91.79,2.11,86.82,93.47,2.32
2024,5,26,8,33.16,16.34,12.76,36.69,91.79,2.01,141.93,93.46,2.12
2024,5,26,9,34.91,16.28,12.7,33.12,91.77,1.98,165.64,93.42,1.89
2024,5,26,10,36.24,16.48,12.88,31.19,91.73,2.13,179.79,93.38,1.9
2024,5,26,11,37.25,16.81,13.12,30.12,91.68,2.58,181.39,93.33,2.36
2024,5,26,12,37.9,17.15,13.43,29.69,91.62,3.01,176.88,93.26,2.9
2024,5,26,13,37.74,17.4,13.67,30.44,91.55,3.29,171.52,93.19,3.32
2024,5,26,14,36.88,17.7,13.92,32.5,91.5,3.26,165.13,93.14,3.43
2024,5,26,15,35.8,17.85,14.04,34.81,91.45,2.63,160.06,93.1,2.86
2024,5,26,16,35.26,17.84,14.04,35.88,91.42,1.78,155.58,93.07,1.96
2024,5,26,17,34.56,17.94,14.16,37.5,91.41,0.95,142.37,93.07,1.1
2024,5,26,18,33.46,18.93,15.01,42.31,91.43,0.44,93.07,93.09,0.64
2024,5,26,19,31.58,20.43,16.42,51.31,91.48,0.75,54.81,93.15,1.19
2024,5,26,20,30.84,20.21,16.17,52.81,91.55,1.05,59.99,93.22,1.7
2024,5,26,21,30.19,20.1,16.05,54.38,91.59,1.28,74.1,93.27,2.09
2024,5,26,22,29.36,20.08,15.99,57.0,91.61,1.61,86.39,93.29,2.71
2024,5,26,23,28.63,20.09,15.99,59.44,91.6,1.79,95.01,93.29,3.19
2024,5,27,0,27.94,20.21,16.11,62.31,91.57,1.78,98.09,93.26,3.28
2024,5,27,1,27.37,20.41,16.36,65.25,91.53,1.61,97.54,93.23,2.99
2024,5,27,2,26.87,20.55,16.48,67.81,91.51,1.36,93.29,93.21,2.52
2024,5,27,3,26.54,20.45,16.42,68.75,91.48,1.19,84.74,93.18,2.07
2024,5,27,4,26.28,20.3,16.24,69.12,91.47,1.03,93.04,93.17,1.69
2024,5,27,5,25.98,20.33,16.3,70.5,91.5,1.1,115.66,93.2,1.97
2024,5,27,6,27.73,20.83,16.78,65.5,91.54,2.45,134.61,93.23,3.03
2024,5,27,7,29.56,21.42,17.4,61.12,91.57,3.57,146.87,93.25,3.89
2024,5,27,8,31.17,21.49,17.46,56.0,91.56,3.58,151.14,93.23,3.66
2024,5,27,9,32.68,21.38,17.4,51.12,91.55,3.31,161.39,93.21,3.16
2024,5,27,10,33.8,21.26,17.27,47.75,91.51,3.03,175.27,93.17,2.76
2024,5,27,11,34.72,21.17,17.21,45.19,91.45,3.06,190.3,93.1,2.73
2024,5,27,12,35.36,21.09,17.15,43.44,91.38,3.21,204.13,93.03,2.93
2024,5,27,13,35.47,21.07,17.15,43.12,91.28,3.45,215.06,92.93,3.3
2024,5,27,14,35.54,21.08,17.21,43.0,91.21,3.64,221.69,92.86,3.61
2024,5,27,15,34.97,21.12,17.21,44.44,91.18,3.53,222.58,92.82,3.66
2024,5,27,16,34.3,21.13,17.21,46.12,91.17,3.49,220.92,92.82,3.75
2024,5,27,17,33.23,21.36,17.46,49.56,91.18,3.15,216.02,92.83,3.64
2024,5,27,18,31.75,22.44,18.55,57.31,91.21,2.21,204.66,92.87,3.47
2024,5,27,19,30.1,23.4,19.71,66.81,91.26,1.91,185.87,92.94,3.6
2024,5,27,20,29.3,23.07,19.29,68.56,91.3,2.19,172.82,92.98,4.28
2024,5,27,21,28.58,22.78,18.98,70.31,91.34,2.52,168.55,93.02,4.77
2024,5,27,22,27.76,22.81,19.04,74.0,91.35,2.67,166.82,93.04,4.5
2024,5,27,23,26.79,22.9,19.17,79.0,91.35,2.27,164.81,93.04,3.5
2024,5,28,0,25.98,22.89,19.23,82.94,91.32,1.71,167.87,93.02,2.49
2024,5,28,1,25.5,22.89,19.23,85.38,91.27,1.08,177.1,92.97,1.57
2024,5,28,2,25.25,22.75,19.1,85.94,91.22,0.53,174.96,92.93,0.75
2024,5,28,3,25.2,22.54,18.86,85.06,91.19,0.21,167.01,92.89,0.48
2024,5,28,4,24.98,22.43,18.74,85.69,91.19,0.44,145.75,92.9,0.97
2024,5,28,5,24.71,22.29,18.55,86.31,91.19,0.63,142.56,92.9,1.32
2024,5,28,6,25.98,22.21,18.43,79.44,91.22,1.14,158.71,92.92,1.41
2024,5,28,7,27.62,22.08,18.19,71.31,91.23,2.01,196.25,92.92,2.13
2024,5,28,8,29.65,21.9,17.94,62.56,91.25,2.86,213.52,92.93,2.85
2024,5,28,9,31.7,21.14,17.15,53.19,91.26,3.58,227.57,92.93,3.63
2024,5,28,10,33.23,20.08,16.11,45.88,91.24,3.91,238.72,92.89,4.05
2024,5,28,11,34.42,19.16,15.26,40.69,91.19,4.17,246.03,92.84,4.41
2024,5,28,12,35.2,18.4,14.59,37.25,91.12,4.37,249.59,92.77,4.73
2024,5,28,13,35.73,17.82,14.1,34.88,91.07,4.31,253.04,92.71,4.8
2024,5,28,14,36.01,17.14,13.49,32.94,91.01,4.07,254.76,92.65,4.63
2024,5,28,15,35.84,16.39,12.88,31.69,90.99,3.53,256.58,92.63,4.13
2024,5,28,16,35.68,15.53,12.21,30.31,90.97,2.85,258.47,92.61,3.45
2024,5,28,17,35.05,14.87,11.66,30.06,91.01,1.99,260.06,92.65,2.62
2024,5,28,18,33.08,18.11,14.34,41.06,91.07,0.47,266.19,92.72,0.89
2024,5,28,19,31.55,16.37,12.82,40.19,91.16,0.9,70.31,92.83,1.09
2024,5,28,20,29.4,16.72,13.06,46.31,91.26,1.83,66.93,92.94,2.49
2024,5,28,21,27.81,16.97,13.24,51.44,91.34,2.25,58.8,93.03,3.28
2024,5,28,22,25.99,17.78,13.85,60.12,91.39,2.69,51.73,93.09,4.43
2024,5,28,23,24.83,18.05,14.1,65.56,91.38,3.05,47.9,93.09,5.68
2024,5,29,0,24.23,18.08,14.16,68.0,91.35,3.33,45.67,93.06,6.27
2024,5,29,1,23.63,17.18,13.37,66.62,91.3,3.39,43.97,93.01,5.87
2024,5,29,2,23.07,15.54,12.02,62.12,91.25,2.98,40.75,92.97,4.94
2024,5,29,3,23.0,13.8,10.8,55.88,91.23,2.77,37.9,92.95,4.13
2024,5,29,4,23.74,12.18,9.7,48.25,91.24,2.45,38.52,92.95,3.28
2024,5,29,5,24.78,10.81,8.91,41.56,91.28,2.01,40.43,92.98,2.52
2024,5,29,6,26.78,14.04,10.99,45.5,91.32,1.54,46.65,93.02,2.03
2024,5,29,7,31.13,10.88,8.97,28.88,91.37,0.64,68.46,93.04,0.39
2024,5,29,8,34.12,8.94,7.81,21.38,91.42,1.61,226.96,93.07,1.89
2024,5,29,9,36.0,8.75,7.69,19.0,91.45,2.83,240.88,93.1,3.11
2024,5,29,10,37.3,8.51,7.57,17.38,91.47,3.33,246.2,93.11,3.55
2024,5,29,11,38.26,8.76,7.75,16.81,91.45,3.31,248.22,93.08,3.49
2024,5,29,12,39.01,8.81,7.75,16.19,91.41,2.98,250.09,93.04,3.15
2024,5,29,13,39.35,8.98,7.87,16.06,91.36,2.54,253.74,92.99,2.72
2024,5,29,14,39.33,8.97,7.87,16.06,91.31,2.1,258.65,92.94,2.3
2024,5,29,15,38.9,8.88,7.81,16.38,91.27,1.53,273.5,92.9,1.76
2024,5,29,16,38.04,8.94,7.81,17.19,91.26,1.13,306.87,92.89,1.35
2024,5,29,17,36.76,9.28,8.0,18.88,91.26,1.13,354.45,92.9,1.29
2024,5,29,18,33.58,15.37,12.02,33.69,91.3,1.36,31.59,92.96,2.24
2024,5,29,19,30.2,14.83,11.6,39.38,91.38,2.33,46.5,93.06,3.63
2024,5,29,20,28.71,14.25,11.17,41.31,91.48,2.74,49.17,93.17,4.5
2024,5,29,21,27.7,14.08,10.99,43.25,91.55,2.74,50.09,93.24,4.51
2024,5,29,22,26.77,14.05,10.99,45.5,91.59,2.73,49.98,93.29,4.44
2024,5,29,23,25.86,13.95,10.86,47.69,91.6,2.79,48.29,93.31,4.51
2024,5,30,0,25.05,13.83,10.8,49.62,91.56,2.85,44.89,93.27,4.56
2024,5,30,1,24.35,13.69,10.68,51.25,91.52,2.88,40.6,93.24,4.57
2024,5,30,2,23.74,13.49,10.56,52.44,91.5,2.93,36.75,93.21,4.6
2024,5,30,3,23.24,13.15,10.31,52.88,91.48,3.08,37.28,93.2,4.98
2024,5,30,4,22.88,12.74,10.07,52.62,91.49,3.16,40.59,93.21,5.19
2024,5,30,5,22.76,12.47,9.89,52.06,91.54,3.12,45.51,93.26,5.08
2024,5,30,6,25.51,13.81,10.8,48.25,91.61,2.65,51.81,93.31,4.69
2024,5,30,7,29.4,11.69,9.46,33.69,91.68,3.21,63.68,93.36,3.54
2024,5,30,8,33.1,9.98,8.36,24.31,91.74,1.83,104.87,93.4,1.74
2024,5,30,9,35.61,9.12,7.87,19.88,91.75,1.96,178.4,93.4,1.74
2024,5,30,10,36.98,9.61,8.18,19.06,91.74,2.62,198.06,93.39,2.39
2024,5,30,11,38.0,10.23,8.48,18.81,91.7,2.89,206.01,93.34,2.67
2024,5,30,12,38.76,10.91,8.91,18.88,91.63,2.97,211.02,93.27,2.82
2024,5,30,13,39.2,11.28,9.16,18.88,91.57,2.87,214.69,93.2,2.77
2024,5,30,14,39.3,11.5,9.28,19.06,91.51,2.56,218.55,93.14,2.51
2024,5,30,15,38.92,11.61,9.34,19.56,91.46,2.19,217.61,93.09,2.21
2024,5,30,16,38.14,11.58,9.34,20.38,91.44,1.93,215.43,93.07,2.02
2024,5,30,17,37.01,11.86,9.52,22.12,91.48,1.59,210.96,93.12,1.82
2024,5,30,18,34.65,16.65,13.0,34.44,91.52,0.94,189.07,93.18,1.47
2024,5,30,19,33.07,15.04,11.72,33.94,91.6,0.98,135.32,93.27,1.37
2024,5,30,20,31.5,15.34,11.96,37.81,91.68,1.36,94.96,93.35,1.87
2024,5,30,21,30.05,15.58,12.08,41.62,91.74,1.75,77.14,93.42,2.46
2024,5,30,22,28.85,15.67,12.15,44.75,91.78,2.01,67.83,93.47,2.85
2024,5,30,23,27.99,15.65,12.15,46.94,91.78,2.15,60.82,93.47,3.1
2024,5,31,0,27.33,15.56,12.02,48.44,91.75,2.2,53.21,93.45,3.22
2024,5,31,1,26.82,15.34,11.9,49.25,91.71,2.22,45.0,93.42,3.26
2024,5,31,2,26.52,15.04,11.66,49.12,91.7,2.17,40.62,93.4,3.19
2024,5,31,3,26.27,14.73,11.41,48.88,91.7,2.04,49.18,93.4,2.98
2024,5,31,4,25.73,14.48,11.23,49.69,91.71,1.97,67.9,93.42,2.89
2024,5,31,5,25.04,14.51,11.23,51.81,91.77,1.98,85.71,93.49,3.11
2024,5,31,6,26.79,15.62,12.08,50.19,91.83,2.18,99.06,93.53,3.55
2024,5,31,7,29.47,15.26,11.84,42.12,91.9,2.92,112.8,93.59,3.23
2024,5,31,8,31.76,16.31,12.7,39.56,91.93,2.26,139.92,93.61,2.25
2024,5,31,9,33.83,16.01,12.45,34.56,91.92,1.75,186.68,93.59,1.53
2024,5,31,10,35.44,15.4,11.96,30.44,91.92,2.36,225.27,93.57,2.24
2024,5,31,11,36.72,14.8,11.54,27.31,91.87,3.0,239.96,93.52,3.0
2024,5,31,12,37.59,14.31,11.17,25.19,91.8,3.37,246.82,93.44,3.46
2024,5,31,13,38.06,13.82,10.8,23.75,91.72,3.49,253.07,93.36,3.67
2024,5,31,14,38.12,13.33,10.44,22.94,91.66,3.51,258.56,93.3,3.77
2024,5,31,15,37.71,12.76,10.07,22.62,91.61,3.3,263.35,93.25,3.65
2024,5,31,16,36.95,12.22,9.7,22.69,91.59,2.92,266.62,93.23,3.34
2024,5,31,17,35.7,12.08,9.64,24.12,91.6,2.35,270.38,93.25,2.83
2024,5,31,18,33.51,15.27,11.9,33.62,91.65,1.18,280.64,93.32,1.83
2024,5,31,19,32.05,14.43,11.29,34.56,91.73,0.77,344.13,93.4,1.06
2024,5,31,20,30.46,14.68,11.41,38.44,91.79,1.37,28.17,93.48,1.9
2024,5,31,21,28.57,14.79,11.47,43.06,91.85,2.07,40.25,93.55,3.04
2024,5,31,22,27.02,14.63,11.35,46.56,91.87,2.55,45.25,93.57,4.09
2024,5,31,23,25.92,14.36,11.11,48.75,91.85,2.75,46.73,93.56,4.75
2024,6,1,0,25.09,14.13,10.99,50.44,91.83,2.84,47.23,93.54,5.04
2024,6,1,1,24.33,13.97,10.86,52.19,91.8,2.81,47.14,93.52,4.91
2024,6,1,2,23.62,13.73,10.68,53.62,91.8,2.72,47.33,93.52,4.48
2024,6,1,3,23.13,13.4,10.44,54.06,91.81,2.67,52.49,93.53,4.2
2024,6,1,4,22.98,13.02,10.19,53.19,91.84,2.55,63.43,93.56,3.93
2024,6,1,5,22.97,12.75,10.01,52.31,91.89,2.46,75.26,93.62,3.89
2024,6,1,6,25.46,14.34,11.11,50.06,91.97,2.31,84.77,93.68,3.78
2024,6,1,7,28.91,12.82,10.13,37.25,92.04,3.44,116.16,93.74,4.12
2024,6,1,8,31.04,13.0,10.25,33.38,92.08,4.07,136.71,93.77,4.41
2024,6,1,9,32.64,12.89,10.13,30.25,92.08,3.26,150.54,93.76,3.23
2024,6,1,10,34.0,12.6,9.95,27.5,92.07,2.7,172.34,93.74,2.48
2024,6,1,11,35.28,12.05,9.58,24.69,92.03,2.63,194.08,93.69,2.37
2024,6,1,12,36.15,11.55,9.28,22.69,91.96,2.76,210.85,93.62,2.57
2024,6,1,13,36.68,11.01,8.97,21.31,91.89,2.81,224.66,93.54,2.73
2024,6,1,14,36.8,10.41,8.61,20.31,91.81,2.84,238.28,93.46,2.9
2024,6,1,15,36.53,9.81,8.24,19.81,91.76,2.88,248.17,93.41,3.07
2024,6,1,16,35.81,9.27,8.0,19.88,91.71,2.88,256.83,93.36,3.21
2024,6,1,17,34.65,9.2,7.93,21.12,91.72,2.63,265.56,93.37,3.14
2024,6,1,18,32.11,13.73,10.74,32.94,91.75,1.5,274.79,93.42,2.41
2024,6,1,19,30.98,12.04,9.64,31.5,91.83,1.02,301.49,93.51,1.47
2024,6,1,20,30.29,11.34,9.22,31.25,91.9,0.95,356.72,93.59,1.29
2024,6,1,21,28.73,11.75,9.46,35.12,91.96,1.56,34.17,93.65,2.13
2024,6,1,22,26.32,12.49,9.89,42.38,91.99,2.33,47.86,93.7,3.47
2024,6,1,23,24.93,12.44,9.83,45.75,91.98,2.66,49.76,93.7,4.32
2024,6,2,0,23.96,12.35,9.77,48.12,91.97,2.78,48.87,93.69,4.86
2024,6,2,1,23.17,12.38,9.77,50.56,91.94,2.81,47.93,93.67,5.03
2024,6,2,2,22.51,12.42,9.77,52.69,91.93,2.78,47.51,93.66,4.9
2024,6,2,3,22.05,12.21,9.64,53.44,91.94,2.76,48.91,93.67,4.68
2024,6,2,4,21.88,11.85,9.4,52.75,91.98,2.66,52.15,93.71,4.27
2024,6,2,5,22.04,11.48,9.22,51.0,92.04,2.47,57.11,93.78,3.82
2024,6,2,6,24.51,12.95,10.13,48.44,92.08,2.01,62.74,93.81,3.34
2024,6,2,7,28.14,10.26,8.54,32.94,92.12,2.16,96.23,93.82,2.45
2024,6,2,8,30.69,8.84,7.75,25.81,92.14,1.74,140.66,93.83,1.67
2024,6,2,9,32.82,8.44,7.51,22.19,92.13,1.63,191.63,93.81,1.28
2024,6,2,10,34.4,8.44,7.51,20.31,92.1,2.43,221.08,93.76,2.12
2024,6,2,11,35.65,8.59,7.57,19.12,92.04,3.22,234.58,93.69,3.07
2024,6,2,12,36.62,8.63,7.63,18.19,91.99,3.8,243.38,93.64,3.8
2024,6,2,13,37.19,8.77,7.69,17.81,91.92,4.12,249.23,93.57,4.24
2024,6,2,14,37.28,9.01,7.81,18.0,91.85,4.28,253.55,93.5,4.51
2024,6,2,15,36.8,9.05,7.87,18.56,91.8,4.13,255.1,93.45,4.47
2024,6,2,16,35.93,9.1,7.87,19.5,91.77,3.82,255.54,93.43,4.22
2024,6,2,17,34.49,9.4,8.06,21.56,91.8,3.26,257.83,93.46,3.84
2024,6,2,18,31.84,13.07,10.31,32.06,91.87,1.8,262.54,93.54,3.02
2024,6,2,19,30.14,12.74,10.07,34.56,91.94,1.36,276.27,93.63,2.04
2024,6,2,20,29.9,11.83,9.46,33.0,92.03,0.94,313.65,93.72,1.36
2024,6,2,21,29.11,11.49,9.28,33.81,92.08,1.05,351.45,93.78,1.44
2024,6,2,22,27.73,11.85,9.46,37.5,92.1,1.46,17.17,93.8,2.0
2024,6,2,23,26.08,12.09,9.64,41.88,92.07,1.93,30.09,93.78,2.74
2024,6,3,0,24.73,11.98,9.52,44.94,92.0,2.23,35.86,93.72,3.26
2024,6,3,1,23.8,11.92,9.52,47.31,91.95,2.35,38.13,93.67,3.5
2024,6,3,2,23.16,11.81,9.4,48.75,91.92,2.32,38.03,93.65,3.45
2024,6,3,3,22.63,11.58,9.28,49.56,91.9,2.38,42.21,93.63,3.57
2024,6,3,4,22.61,11.23,9.09,48.5,91.9,2.21,48.15,93.63,3.28
2024,6,3,5,23.1,10.85,8.85,46.0,91.93,1.86,53.71,93.66,2.67
2024,6,3,6,25.17,12.36,9.77,44.88,91.96,1.39,58.82,93.67,2.08
2024,6,3,7,28.41,9.72,8.24,31.31,91.99,0.6,157.78,93.69,0.76
2024,6,3,8,30.75,9.05,7.87,26.12,91.99,1.87,221.1,93.67,1.76
2024,6,3,9,32.59,8.86,7.75,23.19,91.98,2.65,228.46,93.66,2.47
2024,6,3,10,34.15,8.92,7.75,21.31,91.97,3.36,229.62,93.64,3.23
2024,6,3,11,35.38,9.01,7.81,20.0,91.92,3.69,230.68,93.58,3.58
2024,6,3,12,36.24,9.17,7.93,19.25,91.85,3.63,234.19,93.5,3.6
2024,6,3,13,36.75,9.39,8.06,19.0,91.77,3.54,239.19,93.42,3.58
2024,6,3,14,36.8,9.52,8.12,19.12,91.7,3.53,243.04,93.35,3.67
2024,6,3,15,36.43,9.59,8.18,19.62,91.66,3.59,246.51,93.31,3.83
2024,6,3,16,35.75,9.5,8.12,20.25,91.62,3.42,250.94,93.27,3.77
2024,6,3,17,34.54,9.65,8.18,21.88,91.64,2.93,255.96,93.3,3.41
2024,6,3,18,32.18,13.01,10.31,31.31,91.68,1.61,257.11,93.35,2.66
2024,6,3,19,30.55,12.38,9.89,33.0,91.76,1.15,254.27,93.44,1.74
2024,6,3,20,30.58,11.08,9.03,30.19,91.83,0.64,250.02,93.52,0.96
2024,6,3,21,30.37,10.62,8.79,29.69,91.91,0.09,270.0,93.59,0.22
2024,6,3,22,29.86,10.6,8.73,30.5,91.95,0.46,47.07,93.64,0.43
2024,6,3,23,28.78,10.78,8.85,32.88,91.94,0.9,43.59,93.64,1.0
2024,6,4,0,27.87,10.69,8.79,34.44,91.92,1.23,38.32,93.62,1.48
2024,6,4,1,27.01,10.93,8.97,36.81,91.88,1.52,35.81,93.58,1.9
2024,6,4,2,26.24,10.86,8.91,38.31,91.85,1.77,36.36,93.55,2.29
2024,6,4,3,25.28,10.82,8.85,40.38,91.84,2.03,44.69,93.55,2.75
2024,6,4,4,24.05,10.94,8.91,43.75,91.83,2.41,52.76,93.55,3.53
2024,6,4,5,23.41,10.94,8.91,45.44,91.87,2.64,56.97,93.59,4.14
2024,6,4,6,25.48,12.25,9.7,43.81,91.93,2.42,61.29,93.64,4.31
2024,6,4,7,28.78,10.07,8.42,31.38,91.98,3.19,79.54,93.67,3.6
2024,6,4,8,31.15,8.84,7.75,25.12,92.01,3.14,110.87,93.7,3.37
2024,6,4,9,32.76,8.68,7.63,22.69,92.04,2.94,135.43,93.72,3.02
2024,6,4,10,34.13,8.89,7.75,21.25,92.05,3.03,159.93,93.72,2.94
2024,6,4,11,35.2,9.02,7.81,20.19,92.04,3.24,180.14,93.7,3.09
2024,6,4,12,35.87,9.3,8.0,19.88,91.99,3.39,195.8,93.64,3.26
2024,6,4,13,36.27,9.41,8.06,19.56,91.91,3.41,206.86,93.56,3.36
2024,6,4,14,36.24,9.43,8.06,19.62,91.86,3.31,214.7,93.51,3.33
2024,6,4,15,35.86,9.39,8.06,20.0,91.82,2.84,217.41,93.47,2.93
2024,6,4,16,35.1,8.97,7.81,20.25,91.78,2.29,220.31,93.43,2.44
2024,6,4,17,34.01,8.86,7.75,21.38,91.81,1.76,225.72,93.47,1.97
2024,6,4,18,32.15,12.07,9.64,29.5,91.85,0.84,222.74,93.53,1.2
2024,6,4,19,30.87,10.32,8.61,28.25,91.91,0.36,139.4,93.6,0.44
2024,6,4,20,29.48,10.3,8.54,30.56,92.01,0.96,73.03,93.7,1.28
2024,6,4,21,27.92,10.56,8.73,34.06,92.05,1.55,58.64,93.76,2.17
2024,6,4,22,26.07,11.0,8.97,39.06,92.07,2.12,53.68,93.78,3.12
2024,6,4,23,24.63,11.12,9.03,42.81,92.05,2.46,51.31,93.77,3.77
2024,6,5,0,23.68,11.14,9.03,45.31,92.01,2.58,49.42,93.74,4.08
2024,6,5,1,22.91,11.15,9.03,47.44,92.0,2.58,49.42,93.73,4.1
2024,6,5,2,22.33,11.09,8.97,48.88,91.98,2.53,50.65,93.72,4.02
2024,6,5,3,21.97,10.94,8.91,49.5,91.98,2.51,52.09,93.72,4.0
2024,6,5,4,21.94,10.71,8.73,48.81,92.01,2.39,55.27,93.74,3.76
2024,6,5,5,22.2,10.51,8.67,47.5,92.04,2.18,60.41,93.78,3.38
2024,6,5,6,24.5,12.01,9.52,45.62,92.09,1.85,67.88,93.81,2.87
2024,6,5,7,27.68,9.96,8.36,33.19,92.14,1.98,121.31,93.84,2.28
2024,6,5,8,29.96,9.62,8.18,28.44,92.17,2.73,160.63,93.86,2.7
2024,6,5,9,31.8,9.48,8.06,25.31,92.19,3.01,173.59,93.87,2.79
2024,6,5,10,33.4,9.64,8.18,23.31,92.15,3.09,182.32,93.82,2.81
2024,6,5,11,34.65,9.89,8.3,22.12,92.1,3.12,190.1,93.77,2.84
2024,6,5,12,35.57,10.19,8.48,21.44,92.02,3.14,196.95,93.68,2.88
2024,6,5,13,36.02,10.37,8.54,21.12,91.93,3.09,201.96,93.58,2.88
2024,6,5,14,36.05,10.51,8.67,21.31,91.84,2.97,204.41,93.49,2.84
2024,6,5,15,35.65,10.52,8.67,21.81,91.79,2.75,204.31,93.44,2.72
2024,6,5,16,34.89,10.32,8.54,22.44,91.77,2.46,206.81,93.43,2.52
2024,6,5,17,33.83,10.37,8.61,23.94,91.78,2.11,203.53,93.45,2.28
2024,6,5,18,31.79,13.13,10.38,32.25,91.82,1.37,188.18,93.49,2.03
2024,6,5,19,29.8,13.12,10.31,36.12,91.89,1.44,158.31,93.58,2.04
2024,6,5,20,28.93,12.62,10.01,36.75,91.99,1.55,135.0,93.68,2.17
2024,6,5,21,28.21,12.37,9.83,37.69,92.08,1.5,114.96,93.78,2.09
2024,6,5,22,26.78,12.64,9.95,41.62,92.12,1.82,84.34,93.83,2.68
2024,6,5,23,25.4,12.73,10.01,45.38,92.13,2.29,67.11,93.85,3.7
2024,6,6,0,24.53,12.76,10.01,47.81,92.12,2.49,57.31,93.84,4.36
2024,6,6,1,23.87,12.76,10.01,49.69,92.09,2.57,49.93,93.82,4.72
2024,6,6,2,23.22,12.72,9.95,51.5,92.06,2.58,44.63,93.79,4.62
2024,6,6,3,22.73,12.53,9.83,52.38,92.04,2.62,42.46,93.77,4.54
2024,6,6,4,22.58,12.19,9.64,51.69,92.06,2.52,42.11,93.79,4.18
2024,6,6,5,22.85,11.84,9.4,49.75,92.1,2.25,45.84,93.83,3.53
2024,6,6,6,25.08,13.14,10.25,47.44,92.16,1.76,55.67,93.88,2.85
2024,6,6,7,28.23,11.01,8.97,34.44,92.22,1.71,103.47,93.93,1.9
2024,6,6,8,30.56,9.94,8.36,28.06,92.26,2.09,152.86,93.95,2.01
2024,6,6,9,32.44,9.64,8.18,24.62,92.26,1.94,184.84,93.94,1.63
2024,6,6,10,34.13,9.69,8.18,22.44,92.2,2.49,211.15,93.87,2.2
2024,6,6,11,35.59,9.63,8.12,20.62,92.14,3.36,222.36,93.8,3.16
